region,day,month,year,est_infections_mean
alabama,4,2,2020,0
alabama,5,2,2020,0
alabama,6,2,2020,0
alabama,7,2,2020,0
alabama,8,2,2020,0
alabama,9,2,2020,0
alabama,10,2,2020,0
alabama,11,2,2020,0
alabama,12,2,2020,0
alabama,13,2,2020,0
alabama,14,2,2020,0
alabama,15,2,2020,0
alabama,16,2,2020,0
alabama,17,2,2020,0
alabama,18,2,2020,0
alabama,19,2,2020,0
alabama,20,2,2020,0
alabama,21,2,2020,0
alabama,22,2,2020,0
alabama,23,2,2020,0
alabama,24,2,2020,0
alabama,25,2,2020,0
alabama,26,2,2020,0
alabama,27,2,2020,0
alabama,28,2,2020,0
alabama,29,2,2020,0
alabama,1,3,2020,3.153251
alabama,2,3,2020,7.221901
alabama,3,3,2020,14.30515
alabama,4,3,2020,25.07062
alabama,5,3,2020,42.23352
alabama,6,3,2020,64.09239
alabama,7,3,2020,94.81476
alabama,8,3,2020,135.8641
alabama,9,3,2020,187.891
alabama,10,3,2020,250.1805
alabama,11,3,2020,320.7905
alabama,12,3,2020,397.1461
alabama,13,3,2020,475.9888
alabama,14,3,2020,553.7876
alabama,15,3,2020,627.1963
alabama,16,3,2020,693.4618
alabama,17,3,2020,750.7234
alabama,18,3,2020,798.1329
alabama,19,3,2020,835.7956
alabama,20,3,2020,864.6281
alabama,21,3,2020,886.1053
alabama,22,3,2020,901.9879
alabama,23,3,2020,914.0876
alabama,24,3,2020,924.1256
alabama,25,3,2020,933.5954
alabama,26,3,2020,943.6935
alabama,27,3,2020,955.2952
alabama,28,3,2020,968.9915
alabama,29,3,2020,985.1573
alabama,30,3,2020,1004.011
alabama,31,3,2020,1025.614
alabama,1,4,2020,1049.918
alabama,2,4,2020,1076.79
alabama,3,4,2020,1106.03
alabama,4,4,2020,1137.377
alabama,5,4,2020,1170.514
alabama,6,4,2020,1205.078
alabama,7,4,2020,1240.66
alabama,8,4,2020,1276.809
alabama,9,4,2020,1313.039
alabama,10,4,2020,1348.829
alabama,11,4,2020,1383.633
alabama,12,4,2020,1416.883
alabama,13,4,2020,1448.007
alabama,14,4,2020,1476.451
alabama,15,4,2020,1501.698
alabama,16,4,2020,1523.29
alabama,17,4,2020,1540.863
alabama,18,4,2020,1554.146
alabama,19,4,2020,1562.965
alabama,20,4,2020,1567.236
alabama,21,4,2020,1566.971
alabama,22,4,2020,1562.268
alabama,23,4,2020,1553.307
alabama,24,4,2020,1540.346
alabama,25,4,2020,1523.72
alabama,26,4,2020,1503.82
alabama,27,4,2020,1481.077
alabama,28,4,2020,1455.947
alabama,29,4,2020,1428.898
alabama,30,4,2020,1400.403
alabama,1,5,2020,1370.926
alabama,2,5,2020,1340.922
alabama,3,5,2020,1310.832
alabama,4,5,2020,1281.068
alabama,5,5,2020,1252.01
alabama,6,5,2020,1224.006
alabama,7,5,2020,1197.362
alabama,8,5,2020,1172.337
alabama,9,5,2020,1149.141
alabama,10,5,2020,1127.948
alabama,11,5,2020,1108.905
alabama,12,5,2020,1092.146
alabama,13,5,2020,1077.803
alabama,14,5,2020,1066.014
alabama,15,5,2020,1056.922
alabama,16,5,2020,1050.358
alabama,17,5,2020,1045.938
alabama,18,5,2020,1043.272
alabama,19,5,2020,1041.727
alabama,20,5,2020,1040.448
alabama,21,5,2020,1039.202
alabama,22,5,2020,1036.79
alabama,23,5,2020,1032.827
alabama,24,5,2020,1026.576
alabama,25,5,2020,1017.705
alabama,26,5,2020,1007.106
alabama,27,5,2020,996.3906
alabama,28,5,2020,986.6706
alabama,29,5,2020,976.7463
alabama,30,5,2020,966.0515
alabama,31,5,2020,954.92
alabama,1,6,2020,943.0806
alabama,2,6,2020,929.5288
alabama,3,6,2020,914.2778
alabama,4,6,2020,898.4996
alabama,5,6,2020,881.4483
alabama,6,6,2020,863.1324
alabama,7,6,2020,844.5104
alabama,8,6,2020,825.7351
alabama,9,6,2020,806.9587
alabama,10,6,2020,789.0783
alabama,11,6,2020,772.2624
alabama,12,6,2020,755.2169
alabama,13,6,2020,737.8141
alabama,14,6,2020,720.5738
alabama,15,6,2020,707.9744
alabama,16,6,2020,699.9726
alabama,17,6,2020,692.8763
alabama,18,6,2020,687.0486
alabama,19,6,2020,681.713
alabama,20,6,2020,672.5131
alabama,21,6,2020,659.8011
alabama,22,6,2020,647.5918
alabama,23,6,2020,635.6324
alabama,24,6,2020,624.799
alabama,25,6,2020,615.127
alabama,26,6,2020,605.3446
alabama,27,6,2020,595.3929
alabama,28,6,2020,585.5628
alabama,29,6,2020,575.8544
alabama,30,6,2020,566.2669
alabama,1,7,2020,557.0572
alabama,2,7,2020,548.3139
alabama,3,7,2020,539.6282
alabama,4,7,2020,530.9279
alabama,5,7,2020,522.3783
alabama,6,7,2020,513.9739
alabama,7,7,2020,505.71
alabama,8,7,2020,497.735
alabama,9,7,2020,490.1184
alabama,10,7,2020,482.6351
alabama,11,7,2020,475.2213
alabama,12,7,2020,467.9554
alabama,13,7,2020,460.8336
alabama,14,7,2020,453.8515
alabama,15,7,2020,447.0775
alabama,16,7,2020,440.5679
alabama,17,7,2020,434.2372
alabama,18,7,2020,428.0293
alabama,19,7,2020,421.9582
alabama,20,7,2020,416.0212
alabama,21,7,2020,410.2138
alabama,22,7,2020,404.544
alabama,23,7,2020,399.0546
alabama,24,7,2020,393.7576
alabama,25,7,2020,388.5923
alabama,26,7,2020,383.5199
alabama,27,7,2020,378.5368
alabama,28,7,2020,373.6326
alabama,29,7,2020,368.7591
alabama,30,7,2020,363.9474
alabama,31,7,2020,359.2972
alabama,1,8,2020,354.7635
alabama,2,8,2020,350.2766
alabama,3,8,2020,345.8397
alabama,4,8,2020,341.4568
alabama,5,8,2020,337.0596
alabama,6,8,2020,332.6834
alabama,7,8,2020,328.4983
alabama,8,8,2020,324.4669
alabama,9,8,2020,320.4904
alabama,10,8,2020,316.5739
alabama,11,8,2020,312.7204
alabama,12,8,2020,308.8339
alabama,13,8,2020,304.9432
alabama,14,8,2020,301.2641
alabama,15,8,2020,316.046
alabama,16,8,2020,332.0573
alabama,17,8,2020,331.9842
alabama,18,8,2020,333.1344
alabama,19,8,2020,334.9022
alabama,20,8,2020,337.0189
alabama,21,8,2020,339.6167
alabama,22,8,2020,342.5758
alabama,23,8,2020,345.6869
alabama,24,8,2020,348.9311
alabama,25,8,2020,352.3026
alabama,26,8,2020,355.6154
alabama,27,8,2020,358.8809
alabama,28,8,2020,362.4793
alabama,29,8,2020,366.3865
alabama,30,8,2020,370.3971
alabama,31,8,2020,374.514
alabama,1,9,2020,378.7435
alabama,2,9,2020,382.854
alabama,3,9,2020,386.8522
alabama,4,9,2020,391.2153
alabama,5,9,2020,395.9199
alabama,6,9,2020,400.7191
alabama,7,9,2020,405.6258
alabama,8,9,2020,410.6461
alabama,9,9,2020,415.4972
alabama,10,9,2020,420.1861
alabama,11,9,2020,425.2986
alabama,12,9,2020,430.8206
alabama,13,9,2020,436.4548
alabama,14,9,2020,442.2159
alabama,15,9,2020,448.115
alabama,16,9,2020,453.809
alabama,17,9,2020,459.3035
alabama,18,9,2020,465.3075
alabama,19,9,2020,471.805
alabama,20,9,2020,478.4388
alabama,21,9,2020,485.234
alabama,22,9,2020,492.2047
alabama,23,9,2020,498.9348
alabama,24,9,2020,505.4234
alabama,25,9,2020,512.5215
alabama,26,9,2020,520.2222
alabama,27,9,2020,528.1019
alabama,28,9,2020,536.1878
alabama,29,9,2020,544.4985
alabama,30,9,2020,552.5386
alabama,1,10,2020,560.2997
alaska,4,2,2020,0
alaska,5,2,2020,0
alaska,6,2,2020,0
alaska,7,2,2020,0
alaska,8,2,2020,0
alaska,9,2,2020,0
alaska,10,2,2020,0
alaska,11,2,2020,0
alaska,12,2,2020,0
alaska,13,2,2020,0
alaska,14,2,2020,0
alaska,15,2,2020,0
alaska,16,2,2020,0
alaska,17,2,2020,0
alaska,18,2,2020,0
alaska,19,2,2020,0
alaska,20,2,2020,0
alaska,21,2,2020,0
alaska,22,2,2020,0
alaska,23,2,2020,0
alaska,24,2,2020,0
alaska,25,2,2020,0
alaska,26,2,2020,0
alaska,27,2,2020,0.3028012
alaska,28,2,2020,0.7000608
alaska,29,2,2020,1.388506
alaska,1,3,2020,2.455839
alaska,2,3,2020,4.250916
alaska,3,3,2020,6.650199
alaska,4,3,2020,10.13042
alaska,5,3,2020,14.90915
alaska,6,3,2020,21.08893
alaska,7,3,2020,28.5937
alaska,8,3,2020,37.12248
alaska,9,3,2020,46.24093
alaska,10,3,2020,55.37659
alaska,11,3,2020,63.889
alaska,12,3,2020,71.15741
alaska,13,3,2020,76.66636
alaska,14,3,2020,80.0726
alaska,15,3,2020,81.24098
alaska,16,3,2020,80.24466
alaska,17,3,2020,77.33414
alaska,18,3,2020,72.88665
alaska,19,3,2020,67.3455
alaska,20,3,2020,61.15987
alaska,21,3,2020,54.73758
alaska,22,3,2020,48.41468
alaska,23,3,2020,42.4401
alaska,24,3,2020,36.97484
alaska,25,3,2020,32.10392
alaska,26,3,2020,27.85327
alaska,27,3,2020,24.20644
alaska,28,3,2020,21.11985
alaska,29,3,2020,18.53576
alaska,30,3,2020,16.39092
alaska,31,3,2020,14.62248
alaska,1,4,2020,13.17157
alaska,2,4,2020,11.98529
alaska,3,4,2020,11.01775
alaska,4,4,2020,10.22964
alaska,5,4,2020,9.587816
alaska,6,4,2020,9.064856
alaska,7,4,2020,8.638189
alaska,8,4,2020,8.289005
alaska,9,4,2020,8.00149
alaska,10,4,2020,7.762132
alaska,11,4,2020,7.559246
alaska,12,4,2020,7.382539
alaska,13,4,2020,7.222867
alaska,14,4,2020,7.072037
alaska,15,4,2020,6.922682
alaska,16,4,2020,6.768234
alaska,17,4,2020,6.603001
alaska,18,4,2020,6.422229
alaska,19,4,2020,6.222193
alaska,20,4,2020,6.000304
alaska,21,4,2020,5.755126
alaska,22,4,2020,5.486381
alaska,23,4,2020,5.195002
alaska,24,4,2020,4.883158
alaska,25,4,2020,4.55409
alaska,26,4,2020,4.212033
alaska,27,4,2020,3.862074
alaska,28,4,2020,3.509939
alaska,29,4,2020,3.161635
alaska,30,4,2020,2.823095
alaska,1,5,2020,2.499781
alaska,2,5,2020,2.196327
alaska,3,5,2020,1.916404
alaska,4,5,2020,1.662542
alaska,5,5,2020,1.436059
alaska,6,5,2020,1.237109
alaska,7,5,2020,1.064883
alaska,8,5,2020,0.9178072
alaska,9,5,2020,0.7938125
alaska,10,5,2020,0.6906128
alaska,11,5,2020,0.6059362
alaska,12,5,2020,0.537647
alaska,13,5,2020,0.4838214
alaska,14,5,2020,0.4428575
alaska,15,5,2020,0.413554
alaska,16,5,2020,0.3938959
alaska,17,5,2020,0.3816655
alaska,18,5,2020,0.3746935
alaska,19,5,2020,0.3708636
alaska,20,5,2020,0.3680805
alaska,21,5,2020,0.3644035
alaska,22,5,2020,0.359192
alaska,23,5,2020,0.3518117
alaska,24,5,2020,0.342027
alaska,25,5,2020,0.3299099
alaska,26,5,2020,0.3162692
alaska,27,5,2020,0.3013409
alaska,28,5,2020,0.2856993
alaska,29,5,2020,0.2697628
alaska,30,5,2020,0.253809
alaska,31,5,2020,0.23815
alaska,1,6,2020,0.2231119
alaska,2,6,2020,0.2087414
alaska,3,6,2020,0.1944123
alaska,4,6,2020,0.1801834
alaska,5,6,2020,0.1665714
alaska,6,6,2020,0.153628
alaska,7,6,2020,0.1414674
alaska,8,6,2020,0.1301408
alaska,9,6,2020,0.1197158
alaska,10,6,2020,0.1103265
alaska,11,6,2020,0.1019418
alaska,12,6,2020,0.09438622
alaska,13,6,2020,0.08755068
alaska,14,6,2020,0.08133876
alaska,15,6,2020,0.07560462
alaska,16,6,2020,0.07026142
alaska,17,6,2020,0.06530362
alaska,18,6,2020,0.06071392
alaska,19,6,2020,0.05645606
alaska,20,6,2020,0.05250395
alaska,21,6,2020,0.04883975
alaska,22,6,2020,0.04544238
alaska,23,6,2020,0.04229204
alaska,24,6,2020,0.03937297
alaska,25,6,2020,0.0366705
alaska,26,6,2020,0.03416586
alaska,27,6,2020,0.03184162
alaska,28,6,2020,0.0296842
alaska,29,6,2020,0.02768124
alaska,30,6,2020,0.02582126
alaska,1,7,2020,0.02409342
alaska,2,7,2020,0.02248972
alaska,3,7,2020,0.0210028
alaska,4,7,2020,0.01962219
alaska,5,7,2020,0.01833846
alaska,6,7,2020,0.01714457
alaska,7,7,2020,0.01603398
alaska,8,7,2020,0.01499929
alaska,9,7,2020,0.01403611
alaska,10,7,2020,0.0131424
alaska,11,7,2020,0.01231193
alaska,12,7,2020,0.01153823
alaska,13,7,2020,0.01081726
alaska,14,7,2020,0.01014527
alaska,15,7,2020,0.009517244
alaska,16,7,2020,0.008930756
alaska,17,7,2020,0.008386047
alaska,18,7,2020,0.007879368
alaska,19,7,2020,0.007406296
alaska,20,7,2020,0.006964516
alaska,21,7,2020,0.006551854
alaska,22,7,2020,0.006164887
alaska,23,7,2020,0.005802282
alaska,24,7,2020,0.005465122
alaska,25,7,2020,0.005151133
alaska,26,7,2020,0.00485728
alaska,27,7,2020,0.004582221
alaska,28,7,2020,0.004324689
alaska,29,7,2020,0.004082331
alaska,30,7,2020,0.003854405
alaska,31,7,2020,0.003642203
alaska,1,8,2020,0.003444331
alaska,2,8,2020,0.003258684
alaska,3,8,2020,0.003084481
alaska,4,8,2020,0.002920975
alaska,5,8,2020,0.002766524
alaska,6,8,2020,0.002620716
alaska,7,8,2020,0.002484783
alaska,8,8,2020,0.002357858
alaska,9,8,2020,0.002238465
alaska,10,8,2020,0.002126144
alaska,11,8,2020,0.002020451
alaska,12,8,2020,0.00192022
alaska,13,8,2020,0.001825222
alaska,14,8,2020,0.001736534
alaska,15,8,2020,0.001946108
alaska,16,8,2020,0.002158169
alaska,17,8,2020,0.002108454
alaska,18,8,2020,0.002079482
alaska,19,8,2020,0.002061947
alaska,20,8,2020,0.00205077
alaska,21,8,2020,0.002044784
alaska,22,8,2020,0.002042312
alaska,23,8,2020,0.002041661
alaska,24,8,2020,0.002042453
alaska,25,8,2020,0.002044494
alaska,26,8,2020,0.002046715
alaska,27,8,2020,0.002049084
alaska,28,8,2020,0.002053432
alaska,29,8,2020,0.00205965
alaska,30,8,2020,0.002066784
alaska,31,8,2020,0.002074857
alaska,1,9,2020,0.002083875
alaska,2,9,2020,0.002092779
alaska,3,9,2020,0.002101559
alaska,4,9,2020,0.002112221
alaska,5,9,2020,0.002124692
alaska,6,9,2020,0.002137958
alaska,7,9,2020,0.002152056
alaska,8,9,2020,0.002167002
alaska,9,9,2020,0.002181648
alaska,10,9,2020,0.002195962
alaska,11,9,2020,0.00221213
alaska,12,9,2020,0.002230101
alaska,13,9,2020,0.00224879
alaska,14,9,2020,0.002268243
alaska,15,9,2020,0.002288484
alaska,16,9,2020,0.002308266
alaska,17,9,2020,0.00232753
alaska,18,9,2020,0.002348651
alaska,19,9,2020,0.002371605
alaska,20,9,2020,0.002395223
alaska,21,9,2020,0.002419559
alaska,22,9,2020,0.002444644
alaska,23,9,2020,0.002469123
alaska,24,9,2020,0.002492908
alaska,25,9,2020,0.002518568
alaska,26,9,2020,0.002546104
alaska,27,9,2020,0.00257426
alaska,28,9,2020,0.002603098
alaska,29,9,2020,0.002634659
alaska,30,9,2020,0.002668978
alaska,1,10,2020,0.002704275
arizona,4,2,2020,0.01124839
arizona,5,2,2020,0.01543822
arizona,6,2,2020,0.02118871
arizona,7,2,2020,0.02908119
arizona,8,2,2020,0.03991355
arizona,9,2,2020,0.05478087
arizona,10,2,2020,0.07518616
arizona,11,2,2020,0.1031923
arizona,12,2,2020,0.1416306
arizona,13,2,2020,0.194387
arizona,14,2,2020,0.266795
arizona,15,2,2020,0.366175
arizona,16,2,2020,0.5025739
arizona,17,2,2020,0.6897817
arizona,18,2,2020,0.9467247
arizona,19,2,2020,1.29938
arizona,20,2,2020,1.7834
arizona,21,2,2020,2.447721
arizona,22,2,2020,3.359506
arizona,23,2,2020,4.610938
arizona,24,2,2020,6.328539
arizona,25,2,2020,8.685962
arizona,26,2,2020,11.92155
arizona,27,2,2020,16.36243
arizona,28,2,2020,22.42157
arizona,29,2,2020,30.51228
arizona,1,3,2020,41.10313
arizona,2,3,2020,54.6444
arizona,3,3,2020,71.56072
arizona,4,3,2020,92.20572
arizona,5,3,2020,116.9365
arizona,6,3,2020,146.0322
arizona,7,3,2020,179.66
arizona,8,3,2020,217.8493
arizona,9,3,2020,260.4724
arizona,10,3,2020,307.2357
arizona,11,3,2020,357.6828
arizona,12,3,2020,411.2053
arizona,13,3,2020,467.0672
arizona,14,3,2020,524.4433
arizona,15,3,2020,582.462
arizona,16,3,2020,640.2577
arizona,17,3,2020,697.028
arizona,18,3,2020,752.0859
arizona,19,3,2020,804.8961
arizona,20,3,2020,855.1042
arizona,21,3,2020,902.5484
arizona,22,3,2020,947.2484
arizona,23,3,2020,989.3807
arizona,24,3,2020,1029.263
arizona,25,3,2020,1067.333
arizona,26,3,2020,1104.124
arizona,27,3,2020,1140.214
arizona,28,3,2020,1176.197
arizona,29,3,2020,1212.658
arizona,30,3,2020,1250.15
arizona,31,3,2020,1289.172
arizona,1,4,2020,1330.149
arizona,2,4,2020,1373.448
arizona,3,4,2020,1419.37
arizona,4,4,2020,1468.135
arizona,5,4,2020,1519.864
arizona,6,4,2020,1574.59
arizona,7,4,2020,1632.251
arizona,8,4,2020,1692.674
arizona,9,4,2020,1755.573
arizona,10,4,2020,1820.541
arizona,11,4,2020,1887.057
arizona,12,4,2020,1954.483
arizona,13,4,2020,2022.077
arizona,14,4,2020,2088.995
arizona,15,4,2020,2154.313
arizona,16,4,2020,2217.036
arizona,17,4,2020,2276.105
arizona,18,4,2020,2330.422
arizona,19,4,2020,2378.878
arizona,20,4,2020,2420.389
arizona,21,4,2020,2453.949
arizona,22,4,2020,2478.697
arizona,23,4,2020,2493.964
arizona,24,4,2020,2499.317
arizona,25,4,2020,2494.578
arizona,26,4,2020,2479.878
arizona,27,4,2020,2455.691
arizona,28,4,2020,2422.803
arizona,29,4,2020,2382.265
arizona,30,4,2020,2335.381
arizona,1,5,2020,2283.648
arizona,2,5,2020,2228.656
arizona,3,5,2020,2172.043
arizona,4,5,2020,2115.497
arizona,5,5,2020,2060.706
arizona,6,5,2020,2009.344
arizona,7,5,2020,1963.052
arizona,8,5,2020,1923.442
arizona,9,5,2020,1892.097
arizona,10,5,2020,1870.607
arizona,11,5,2020,1860.641
arizona,12,5,2020,1864.038
arizona,13,5,2020,1882.929
arizona,14,5,2020,1919.901
arizona,15,5,2020,1977.94
arizona,16,5,2020,2056.388
arizona,17,5,2020,2153.976
arizona,18,5,2020,2268.002
arizona,19,5,2020,2395.138
arizona,20,5,2020,2514.299
arizona,21,5,2020,2642.248
arizona,22,5,2020,2766.446
arizona,23,5,2020,2889.317
arizona,24,5,2020,3000.158
arizona,25,5,2020,3114.241
arizona,26,5,2020,3210.296
arizona,27,5,2020,3286.94
arizona,28,5,2020,3346.477
arizona,29,5,2020,3385.429
arizona,30,5,2020,3404.869
arizona,31,5,2020,3409.486
arizona,1,6,2020,3400.119
arizona,2,6,2020,3377.176
arizona,3,6,2020,3346.746
arizona,4,6,2020,3310.529
arizona,5,6,2020,3260.035
arizona,6,6,2020,3197.205
arizona,7,6,2020,3128.41
arizona,8,6,2020,3055.889
arizona,9,6,2020,2982.499
arizona,10,6,2020,2915.367
arizona,11,6,2020,2855.53
arizona,12,6,2020,2796.263
arizona,13,6,2020,2736.679
arizona,14,6,2020,2678.368
arizona,15,6,2020,2620.216
arizona,16,6,2020,2561.217
arizona,17,6,2020,2504.413
arizona,18,6,2020,2450.379
arizona,19,6,2020,2394.547
arizona,20,6,2020,2336.836
arizona,21,6,2020,2279.504
arizona,22,6,2020,2222.549
arizona,23,6,2020,2165.989
arizona,24,6,2020,2111.793
arizona,25,6,2020,2060.288
arizona,26,6,2020,2008.112
arizona,27,6,2020,1955.115
arizona,28,6,2020,1902.865
arizona,29,6,2020,1851.345
arizona,30,6,2020,1800.555
arizona,1,7,2020,1751.844
arizona,2,7,2020,1705.46
arizona,3,7,2020,1659.096
arizona,4,7,2020,1612.601
arizona,5,7,2020,1567.014
arizona,6,7,2020,1522.311
arizona,7,7,2020,1478.481
arizona,8,7,2020,1436.402
arizona,9,7,2020,1396.247
arizona,10,7,2020,1356.505
arizona,11,7,2020,1317.04
arizona,12,7,2020,1278.503
arizona,13,7,2020,1240.87
arizona,14,7,2020,1204.122
arizona,15,7,2020,1168.801
arizona,16,7,2020,1135.029
arizona,17,7,2020,1101.863
arizona,18,7,2020,1069.184
arizona,19,7,2020,1037.369
arizona,20,7,2020,1006.396
arizona,21,7,2020,976.2431
arizona,22,7,2020,947.2215
arizona,23,7,2020,919.4181
arizona,24,7,2020,892.2871
arizona,25,7,2020,865.7223
arizona,26,7,2020,839.9187
arizona,27,7,2020,814.8546
arizona,28,7,2020,790.5095
arizona,29,7,2020,767.0387
arizona,30,7,2020,744.5062
arizona,31,7,2020,722.6369
arizona,1,8,2020,701.3385
arizona,2,8,2020,680.6837
arizona,3,8,2020,660.6544
arizona,4,8,2020,641.2322
arizona,5,8,2020,622.4699
arizona,6,8,2020,604.4163
arizona,7,8,2020,586.9774
arizona,8,8,2020,570.0738
arizona,9,8,2020,553.6997
arizona,10,8,2020,537.8404
arizona,11,8,2020,522.4807
arizona,12,8,2020,507.6076
arizona,13,8,2020,493.2591
arizona,14,8,2020,479.4605
arizona,15,8,2020,544.3052
arizona,16,8,2020,611.7659
arizona,17,8,2020,609.5362
arizona,18,8,2020,612.7033
arizona,19,8,2020,618.9824
arizona,20,8,2020,627.0712
arizona,21,8,2020,636.3825
arizona,22,8,2020,646.4518
arizona,23,8,2020,656.9598
arizona,24,8,2020,667.8122
arizona,25,8,2020,678.9658
arizona,26,8,2020,690.2631
arizona,27,8,2020,701.756
arizona,28,8,2020,713.7832
arizona,29,8,2020,726.2945
arizona,30,8,2020,739.1073
arizona,31,8,2020,752.2386
arizona,1,9,2020,765.6999
arizona,2,9,2020,779.2646
arizona,3,9,2020,792.9946
arizona,4,9,2020,807.4257
arizona,5,9,2020,822.5099
arizona,6,9,2020,837.9716
arizona,7,9,2020,853.8359
arizona,8,9,2020,870.1205
arizona,9,9,2020,886.4838
arizona,10,9,2020,902.9879
arizona,11,9,2020,920.4101
arizona,12,9,2020,938.7043
arizona,13,9,2020,957.4785
arizona,14,9,2020,976.7686
arizona,15,9,2020,996.6002
arizona,16,9,2020,1016.488
arizona,17,9,2020,1036.493
arizona,18,9,2020,1057.699
arizona,19,9,2020,1080.063
arizona,20,9,2020,1103.047
arizona,21,9,2020,1126.701
arizona,22,9,2020,1151.061
arizona,23,9,2020,1175.459
arizona,24,9,2020,1199.954
arizona,25,9,2020,1226.021
arizona,26,9,2020,1253.624
arizona,27,9,2020,1282.039
arizona,28,9,2020,1311.333
arizona,29,9,2020,1341.559
arizona,30,9,2020,1371.811
arizona,1,10,2020,1402.145
arkansas,4,2,2020,0
arkansas,5,2,2020,0
arkansas,6,2,2020,0
arkansas,7,2,2020,0
arkansas,8,2,2020,0
arkansas,9,2,2020,0
arkansas,10,2,2020,0
arkansas,11,2,2020,0
arkansas,12,2,2020,0
arkansas,13,2,2020,0
arkansas,14,2,2020,0
arkansas,15,2,2020,0
arkansas,16,2,2020,0
arkansas,17,2,2020,0
arkansas,18,2,2020,0
arkansas,19,2,2020,0
arkansas,20,2,2020,0
arkansas,21,2,2020,0
arkansas,22,2,2020,0
arkansas,23,2,2020,0
arkansas,24,2,2020,0
arkansas,25,2,2020,0
arkansas,26,2,2020,0
arkansas,27,2,2020,1.026566
arkansas,28,2,2020,2.242961
arkansas,29,2,2020,4.295047
arkansas,1,3,2020,7.323292
arkansas,2,3,2020,11.91349
arkansas,3,3,2020,17.09205
arkansas,4,3,2020,24.11332
arkansas,5,3,2020,33.21672
arkansas,6,3,2020,44.45248
arkansas,7,3,2020,57.63155
arkansas,8,3,2020,72.34182
arkansas,9,3,2020,88.11566
arkansas,10,3,2020,104.3875
arkansas,11,3,2020,120.5527
arkansas,12,3,2020,136.0312
arkansas,13,3,2020,150.3238
arkansas,14,3,2020,163.0572
arkansas,15,3,2020,174.0063
arkansas,16,3,2020,183.0948
arkansas,17,3,2020,190.382
arkansas,18,3,2020,196.0372
arkansas,19,3,2020,200.3017
arkansas,20,3,2020,203.4573
arkansas,21,3,2020,205.8007
arkansas,22,3,2020,207.6181
arkansas,23,3,2020,209.165
arkansas,24,3,2020,210.6579
arkansas,25,3,2020,212.2636
arkansas,26,3,2020,214.0972
arkansas,27,3,2020,216.2298
arkansas,28,3,2020,218.6936
arkansas,29,3,2020,221.4896
arkansas,30,3,2020,224.599
arkansas,31,3,2020,227.9903
arkansas,1,4,2020,231.6214
arkansas,2,4,2020,235.4405
arkansas,3,4,2020,239.3874
arkansas,4,4,2020,243.394
arkansas,5,4,2020,247.3848
arkansas,6,4,2020,251.2763
arkansas,7,4,2020,254.9794
arkansas,8,4,2020,258.402
arkansas,9,4,2020,261.4523
arkansas,10,4,2020,264.0425
arkansas,11,4,2020,266.0944
arkansas,12,4,2020,267.5445
arkansas,13,4,2020,268.3515
arkansas,14,4,2020,268.5002
arkansas,15,4,2020,268.0002
arkansas,16,4,2020,266.8849
arkansas,17,4,2020,265.2089
arkansas,18,4,2020,263.0461
arkansas,19,4,2020,260.4841
arkansas,20,4,2020,257.6192
arkansas,21,4,2020,254.5537
arkansas,22,4,2020,251.3925
arkansas,23,4,2020,248.2409
arkansas,24,4,2020,245.2029
arkansas,25,4,2020,242.3783
arkansas,26,4,2020,239.8624
arkansas,27,4,2020,237.7416
arkansas,28,4,2020,236.0915
arkansas,29,4,2020,234.9736
arkansas,30,4,2020,234.4336
arkansas,1,5,2020,234.5019
arkansas,2,5,2020,235.1942
arkansas,3,5,2020,236.5103
arkansas,4,5,2020,238.4391
arkansas,5,5,2020,240.9578
arkansas,6,5,2020,244.0292
arkansas,7,5,2020,247.6055
arkansas,8,5,2020,251.6297
arkansas,9,5,2020,256.0337
arkansas,10,5,2020,260.7384
arkansas,11,5,2020,265.6543
arkansas,12,5,2020,270.6793
arkansas,13,5,2020,275.6984
arkansas,14,5,2020,280.5841
arkansas,15,5,2020,285.1987
arkansas,16,5,2020,289.4943
arkansas,17,5,2020,293.5078
arkansas,18,5,2020,297.2436
arkansas,19,5,2020,300.8489
arkansas,20,5,2020,304.18
arkansas,21,5,2020,307.7983
arkansas,22,5,2020,310.9874
arkansas,23,5,2020,314.0765
arkansas,24,5,2020,316.2554
arkansas,25,5,2020,318.5909
arkansas,26,5,2020,320.9223
arkansas,27,5,2020,324.1451
arkansas,28,5,2020,328.8794
arkansas,29,5,2020,334.6035
arkansas,30,5,2020,340.7747
arkansas,31,5,2020,347.1617
arkansas,1,6,2020,353.5109
arkansas,2,6,2020,359.6363
arkansas,3,6,2020,363.837
arkansas,4,6,2020,366.1815
arkansas,5,6,2020,367.9892
arkansas,6,6,2020,369.1889
arkansas,7,6,2020,370.0598
arkansas,8,6,2020,370.5684
arkansas,9,6,2020,370.8989
arkansas,10,6,2020,371.4608
arkansas,11,6,2020,372.2941
arkansas,12,6,2020,372.7892
arkansas,13,6,2020,372.8524
arkansas,14,6,2020,372.7315
arkansas,15,6,2020,372.3568
arkansas,16,6,2020,371.7316
arkansas,17,6,2020,372.3476
arkansas,18,6,2020,374.3553
arkansas,19,6,2020,376.174
arkansas,20,6,2020,377.8352
arkansas,21,6,2020,379.6154
arkansas,22,6,2020,381.5268
arkansas,23,6,2020,383.574
arkansas,24,6,2020,386.0153
arkansas,25,6,2020,388.9211
arkansas,26,6,2020,391.8576
arkansas,27,6,2020,394.7794
arkansas,28,6,2020,397.8852
arkansas,29,6,2020,401.1682
